timestamp,fsr_left,fsr_right,f_l,f_r,p_sum,z_score,status
3208,1014.0,793.0,873.2973840614399,686.3801400479174,1559.6775241093574,0.5395576739414172,Normal
3213,813.0,656.0,881.5742437928416,690.9289602398632,1572.5032040327046,0.6165136925393545,Normal
3218,1019.0,775.0,891.8550554502879,696.8821385043419,1588.7371939546297,0.7139200864160814,Normal
3223,812.0,638.0,902.8342385407742,703.54393837904,1606.3781769198142,0.8197686512694241,Normal
3228,983.0,759.0,913.1651660637573,710.2973713931283,1623.4625374568855,0.9222773974008025,Normal
3233,816.0,676.0,921.5740608837153,716.6547268121349,1638.2287876958503,1.0108771312786935,Normal
3238,1011.0,743.0,927.0794136335784,722.300868890445,1649.3802825240234,1.077787786192942,Normal
3243,1008.0,748.0,929.2317857995549,727.1321046041393,1656.3638904036943,1.1196904892917727,Normal
3248,825.0,663.0,928.183308614812,731.1967477611237,1659.3800563759355,1.1377879411260208,Normal
3253,990.0,719.0,924.6677754447902,734.6009823276888,1659.2687577724791,1.1371201326785387,Normal
3258,834.0,817.0,919.855307911842,737.4372417134945,1657.2925496253365,1.1252625850215086,Normal
3263,952.0,700.0,915.0145695734517,739.7142713153509,1654.7288408888026,1.1098799450065133,Normal
3268,832.0,868.0,911.2196075006694,741.3750833446273,1652.5946908452968,1.0970747220927672,Normal
3273,943.0,735.0,909.2466254065655,742.4743194223706,1651.7209448289361,1.0918321138968055,Normal
3278,826.0,836.0,909.5453751492585,743.3046517294223,1652.8500268786806,1.0986067768961967,Normal
3283,893.0,679.0,912.276871263042,744.2911735157057,1656.5680447787477,1.1209154464072904,Normal
3288,898.0,704.0,917.3988775879892,745.8067019546298,1663.205579542619,1.1607416584900594,Normal
3293,1023.0,815.0,924.6851727513866,748.030423793989,1672.7155965453758,1.217803198284033,Normal
3298,883.0,699.0,933.6814381385564,750.8235745374844,1684.5050126760407,1.288541477457734,Normal
3303,1023.0,806.0,943.7147251407084,753.7203387175124,1697.435063858221,1.3661237393880985,Normal
3308,863.0,718.0,954.0195125949117,756.1014471078943,1710.120959702806,1.4422410323801256,Normal
3313,1011.0,855.0,963.8286394328348,757.3693900756427,1721.1980295084777,1.5087051259073754,Normal
3318,863.0,701.0,972.396737672031,757.0450673496481,1729.441805021679,1.5581690253265634,Normal
3323,1023.0,821.0,979.1373417543654,754.9159211010442,1734.0532628554097,1.5858384695148726,Normal
3328,1023.0,803.0,983.788666127294,751.1742230172058,1734.9628891445,1.5912963647717921,Normal
3333,855.0,642.0,986.457781601821,746.4023130270383,1732.8600946288593,1.5786792797657405,Normal
3338,1023.0,770.0,987.6154095283797,741.466447455727,1729.0818569841067,1.5560092826821763,Normal
3343,861.0,640.0,987.9855689025578,737.3535512678548,1725.3391201704126,1.5335522959521768,Normal
3348,1018.0,747.0,988.2227565949994,734.9014722534855,1723.124228848485,1.520262613160983,Normal
3353,835.0,622.0,988.5961433078775,734.5525200496227,1723.1486633575,1.5204092239092186,Normal
3358,1022.0,733.0,988.8839520006245,736.2652291565693,1725.1491811571937,1.5324126331568235,Normal
3363,818.0,601.0,988.470810563723,739.5639880131907,1728.0347985769138,1.5497267739388865,Normal
3368,1023.0,785.0,986.649191636908,743.6984014873083,1730.3475931242162,1.5636038908838856,Normal
3373,1020.0,794.0,982.9283692372667,747.8220367782666,1730.7504060155334,1.566020829131289,Normal
3378,853.0,685.0,977.1489224061781,751.1443771061271,1728.293299512305,1.5512778186328484,Normal
3383,1016.0,824.0,969.5052549451368,753.0951803949384,1722.6004353400754,1.5171197729205,Normal
3388,825.0,677.0,960.4845399046843,753.3788184632409,1713.8633583679252,1.4646959901675527,Normal
3393,1013.0,837.0,950.6254769964222,751.836016237222,1702.4614932336442,1.396283075564277,Normal
3398,801.0,674.0,940.2793269427543,748.3216804515176,1688.601007394272,1.313118065022458,Normal
3403,1016.0,857.0,929.552012381584,742.7343605134611,1672.2863728950451,1.2152277914896228,Normal
3408,811.0,695.0,918.3693284356634,735.0917414483187,1653.461069883982,1.1022731273088957,Normal
3414,1018.0,825.0,906.6129286954229,725.5647648974772,1632.1776935929001,0.974569651822823,Normal
3419,848.0,683.0,894.2824977092647,714.4637396187981,1608.7462373280628,0.8339773717355009,Normal
3424,1020.0,777.0,881.6159355533831,702.2056070679389,1583.821542621322,0.6844254352406385,Normal
3429,827.0,608.0,869.1594062717874,689.2763844498913,1558.4357907216786,0.5321070858831626,Normal
3434,987.0,719.0,857.7367080656893,676.1841499162314,1533.9208579819206,0.3850137831402977,Normal
3439,803.0,639.0,848.2252075300394,663.3972871071926,1511.622494637232,0.25122023188117837,Normal
3444,808.0,662.0,841.2739346873257,651.281425210127,1492.5553598974527,0.1368145407666847,Normal
3449,775.0,647.0,837.1715102547198,640.0891658465879,1477.2606761013076,0.045044125654178396,Normal
3454,794.0,635.0,835.8379143133739,630.0071450172563,1465.8450593306302,-0.023451300846524623,Normal
3459,846.0,612.0,836.877488760749,621.2035667698098,1458.0810555305588,-0.07003649745236774,Normal
3464,854.0,593.0,839.703145463443,613.8237800054703,1453.5269254689133,-0.0973619663410342,Normal
3469,845.0,584.0,843.6816805123071,607.9284548013143,1451.6101353136214,-0.10886299706381627,Normal
3474,831.0,574.0,848.2122947514517,603.4298071305988,1451.6421018820506,-0.10867119282035691,Normal
3479,1015.0,669.0,852.7455548005747,600.0664604169405,1452.8120152175152,-0.1016515359335437,Normal
